FONTE,PRODUÇÃO,IMPORTAÇÃO,ANO
 PRODUTOS DA CANA ,35133.23249907007,0,2006
 OUTRAS FONTES PRIMÁRIAS ,6950.915549761868,0,2006
 ENERGIA PRIMÁRIA TOTAL ,211985.40650543198,37071.233288949996,2006
 BIODIESEL ,0,0,2006
 ÓLEO DIESEL ,0,3006.16,2006
 ÓLEO COMBUSTÍVEL ,0,241.38029999999998,2006
 GASOLINA ,0,21.560000000000002,2006
 GLP ,0,968.7405,2006
 NAFTA ,0,3494.673,2006
 QUEROSENE ,0,576.222,2006
 GÁS DE CIDADE E DE COQUERIA ,0,0,2006
 COQUE DE CARVÃO MINERAL ,0,1036.0349999999999,2006
 URÂNIO CONTIDO NO UO2,0,3958.3684130599995,2006
 ELETRICIDADE,0,3564.4236819999996,2006
 CARVÃO VEGETAL ,0,102.068,2006
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0.05124264,2006
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,2250.1575,2006
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,1379.319,2006
 ALCATRÃO ,0,0,2006
 ENERGIA SECUNDÁRIA TOTAL ,0,20599.1586377,2006
 TOTAL  ,211985.40650543198,57670.391926649994,2006
CONTA,PRODUÇÃO,IMPORTAÇÃO,2005
 PETRÓLEO ,84300.10161316559,17673.756764117155,2005
 GÁS NATURAL ,17575.306595978996,7917.846081580226,2005
 CARVÃO VAPOR ,2348.441371465,2447.922,2005
 CARVÃO METALÚRGICO ,134.81369999999998,6959.255999999999,2005
 URÂNIO U3O8 ,1308.7384349499998,5155.6207711916895,2005
 ENERGIA HIDRÁULICA ,29021.265438240447,0,2005
 LENHA ,28419.616658764244,0,2005
 PRODUTOS DA CANA ,31094.435952606596,0,2005
 OUTRAS FONTES PRIMÁRIAS ,6492.388707932315,0,2005
 ENERGIA PRIMÁRIA TOTAL ,200695.1084731032,40154.40161688907,2005
 BIODIESEL ,0,0,2005
 ÓLEO DIESEL ,0,2519.667069971828,2005
 ÓLEO COMBUSTÍVEL ,0,50.73948864659426,2005
 GASOLINA ,0,54.79512084905659,2005
 GLP ,0,578.9800767880433,2005
 NAFTA ,0,3652.9938932051314,2005
 QUEROSENE ,0,266.7078195544434,2005
 GÁS DE CIDADE E DE COQUERIA ,0,0,2005
 COQUE DE CARVÃO MINERAL ,0,1202.1787199999999,2005
 URÂNIO CONTIDO NO UO2,0,2331.58128406122,2005
 ELETRICIDADE,0,3371.3938525999997,2005
 CARVÃO VEGETAL ,0,58.334351038,2005
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0.120963282,2005
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,1994.0699457519245,2005
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,1249.5792012463082,2005
 ALCATRÃO ,0,0.13080769230769232,2005
 ENERGIA SECUNDÁRIA TOTAL ,0,17331.272594686856,2005
 TOTAL  ,200695.1084731032,57485.674211575926,2005
CONTA,PRODUÇÃO,IMPORTAÇÃO,2004
 PETRÓLEO ,76641.2234,23258.018,2004
 GÁS NATURAL ,16852.203,7115.68,2004
 CARVÃO VAPOR ,2015.5666129999997,2529.66,2004
 CARVÃO METALÚRGICO ,137.38157999999999,7135.82,2004
 URÂNIO U3O8 ,3569.4931086999986,506.89166570000015,2004
 ENERGIA HIDRÁULICA ,27588.533987853032,0,2004
 LENHA ,28187.43703619569,0,2004
 PRODUTOS DA CANA ,29385.40064159207,0,2004
 OUTRAS FONTES PRIMÁRIAS ,6006.702433794876,0,2004
 ENERGIA PRIMÁRIA TOTAL ,190383.94180113566,40546.0696657,2004
 ÓLEO DIESEL ,0,2285.36,2004
 ÓLEO COMBUSTIVEL ,0,124.67,2004
 GASOLINA ,0,43.876000000000005,2004
 GLP ,0,1148.68,2004
 NAFTA ,0,3442.5,2004
 QUEROSENE ,0,88.776,2004
 GÁS DE COQUERIA ,0,0,2004
 COQUE DE CARVÃO MINERAL ,0,1411.7399999999998,2004
 URÂNIO CONTIDO NO UO2,0,5627.286541729999,2004
 ELETRICIDADE,0,3215.7119999999995,2004
 CARVÃO VEGETAL ,0,33.592,2004
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0.20096769600000003,2004
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,2152.818,2004
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,485.0280000000001,2004
 ALCATRÃO ,0,0,2004
 ENERGIA SECUNDÁRIA TOTAL ,0,20060.239509425995,2004
 TOTAL  ,190383.94180113566,60606.30917512599,2004
CONTA,PRODUÇÃO,IMPORTAÇÃO,2003
 PETRÓLEO ,77225.18634,17645.949,2003
 GÁS NATURAL ,15681.456,4448.4,2003
 CARVÃO VAPOR ,1784.9567929999996,2276.0099999999998,2003
 CARVÃO METALÚRGICO ,37.87622999999999,7030.295999999999,2003
 URÂNIO U3O8 ,2744.9348674499993,2154.9536869999993,2003
 ENERGIA HIDRÁULICA ,26282.976,0,2003
 LENHA ,25965.080574660635,0,2003
 PRODUTOS DA CANA ,28356.557600279997,0,2003
 OUTRAS FONTES PRIMÁRIAS ,5785.792839812582,0,2003
 ENERGIA PRIMÁRIA TOTAL ,183864.81724520324,33555.608687,2003
 ÓLEO DIESEL ,0,3239.36,2003
 ÓLEO COMBUSTIVEL ,0,89.187,2003
 GASOLINA ,0,142.422,2003
 GLP ,0,1246.44,2003
 NAFTA ,0,2827.44,2003
 QUEROSENE ,0,289.344,2003
 GÁS DE CIDADE E DE COQUERIA ,0,0,2003
 COQUE DE CARVÃO MINERAL ,0,1821.117,2003
 URÂNIO CONTIDO NO UO2,0,1282.8874100916,2003
 ELETRICIDADE,0,3194.986,2003
 CARVÃO VEGETAL ,0,16.150000000000002,2003
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,3.277301646,2003
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,2172.897,2003
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,449.66999999999996,2003
 ALCATRÃO ,0,0,2003
 ENERGIA SECUNDÁRIA TOTAL ,0,16775.177711737597,2003
 TOTAL  ,183864.81724520324,50330.7863987376,2003
CONTA,PRODUÇÃO,IMPORTAÇÃO,2002
 PETRÓLEO ,74926.7316,19669.220999999998,2002
 GÁS NATURAL ,15416.325,4724.72,2002
 CARVÃO VAPOR ,1935.8772299999998,2105.0897999999997,2002
 CARVÃO METALÚRGICO ,62.913059999999994,6895.9564,2002
 URÂNIO U3O8 ,3335.1086898499993,3579.632158699999,2002
 ENERGIA HIDRÁULICA ,24603.911999999997,0,2002
 LENHA ,23645.017296538008,0,2002
 PRODUTOS DA CANA ,25279.208168066438,0,2002
 OUTRAS FONTES PRIMÁRIAS ,5157.017166583764,0,2002
 ENERGIA PRIMÁRIA TOTAL ,174362.11021103823,36974.6193587,2002
 ÓLEO DIESEL ,0,5417.872,2002
 ÓLEO COMBUSTIVEL ,0,56.580999999999996,2002
 GASOLINA ,0,126.28,2002
 GLP ,0,2048.683,2002
 NAFTA ,0,2486.25,2002
 QUEROSENE ,0,818.712,2002
 GÁS DE CIDADE E DE COQUERIA ,0,0,2002
 COQUE DE CARVÃO MINERAL ,0,1437.9599999999998,2002
 URÂNIO CONTIDO NO UO2,0,0,2002
 ELETRICIDADE,0,3145.8799999999997,2002
 CARVÃO VEGETAL ,0,7.752000000000001,2002
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0.9133893780000001,2002
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,1895.283,2002
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,424.482,2002
 ALCATRÃO ,0,0,2002
 ENERGIA SECUNDÁRIA TOTAL ,0,17866.648389378,2002
 TOTAL  ,174362.11021103823,54841.267748078,2002
CONTA,PRODUÇÃO,IMPORTAÇÃO,2001
 PETRÓLEO ,66742.356248,21569.772876,2001
 GÁS NATURAL ,13894.4539944,4053.4179839999997,2001
 CARVÃO VAPOR ,2174.5948140000005,1862.0148960000001,2001
 CARVÃO METALÚRGICO ,9.626147999999999,7198.799328,2001
 URÂNIO U3O8 ,669.1772999999998,1632.3870499999996,2001
 ENERGIA HIDRÁULICA ,23037.336,0,2001
 LENHA ,22437.191532000004,0,2001
 PRODUTOS DA CANA ,22800.10562878027,0,2001
 OUTRAS FONTES PRIMÁRIAS ,4705.2394758458,0,2001
 ENERGIA PRIMÁRIA TOTAL ,156470.08114102602,36316.392133999994,2001
 ÓLEO DIESEL ,0,5586.714,2001
 ÓLEO COMBUSTIVEL ,0,12.466999999999999,2001
 GASOLINA ,0,246.272,2001
 GLP ,0,2349.204,2001
 NAFTA ,0,2531.81088,2001
 QUEROSENE ,0,1036.8592,2001
 GÁS DE CIDADE E DE COQUERIA ,0,0,2001
 COQUE DE CARVÃO MINERAL ,0,1115.973432,2001
 URÂNIO CONTIDO NO UO2,0,73.90807,2001
 ELETRICIDADE,0,3255.444,2001
 CARVÃO VEGETAL ,0,11.6233488,2001
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,60.141059999999996,2001
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,2466.72712,2001
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,233.54191199999997,2001
 ALCATRÃO ,0,0,2001
 ENERGIA SECUNDÁRIA TOTAL ,0,18980.686022799997,2001
 TOTAL  ,156470.08114102602,55297.078156799995,2001
CONTA,PRODUÇÃO,IMPORTAÇÃO,2000
 PETRÓLEO ,63848.768615999994,20537.291825999997,2000
 GÁS NATURAL ,13184.7429924,1944.901728,2000
 CARVÃO VAPOR ,2603.328252000001,1917.2827800000002,2000
 CARVÃO METALÚRGICO ,9.626147999999999,7300.138776000001,2000
 URÂNIO U3O8 ,131.80764999999997,618.4820499999998,2000
 ENERGIA HIDRÁULICA ,26178.658,0,2000
 LENHA ,23054.154648000003,3.7185120000000005,2000
 PRODUTOS DA CANA ,19894.5980153844,0,2000
 OUTRAS FONTES PRIMÁRIAS ,4493.9924733127045,0,2000
 ENERGIA PRIMÁRIA TOTAL ,153399.6767950971,32321.815671999997,2000
 ÓLEO DIESEL ,0,4985.540280000001,2000
 ÓLEO COMBUSTIVEL ,0,68.089,2000
 GASOLINA ,0,47.1713,2000
 GLP ,0,3117.3252,2000
 NAFTA ,0,2912.1948,2000
 QUEROSENE ,0,741.9048,2000
 GÁS DE CIDADE E DE COQUERIA ,0,0,2000
 COQUE DE CARVÃO MINERAL ,0,1111.835088,2000
 URÂNIO CONTIDO NO UO2,0,0,2000
 ELETRICIDADE,0,3813.6699999999996,2000
 CARVÃO VEGETAL ,0,7.1031576,2000
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,32.61888,2000
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,1939.70088,2000
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,156.648552,2000
 ALCATRÃO ,0,0,2000
 ENERGIA SECUNDÁRIA TOTAL ,0,18933.801937600005,2000
 TOTAL  ,153399.6767950971,51255.6176096,2000
CONTA,PRODUÇÃO,IMPORTAÇÃO,1999
 PETRÓLEO ,56612.27286,24168.77574,1999
 GÁS NATURAL ,11809.988114400001,351.8592,1999
 CARVÃO VAPOR ,2110.1206140000004,1716.723036,1999
 CARVÃO METALÚRGICO ,19.252295999999998,7218.771336000001,1999
 URÂNIO U3O8 ,0,6.184820499999998,1999
 ENERGIA HIDRÁULICA ,25197.999999999996,0,1999
 LENHA ,22126.076028000003,3.7185120000000005,1999
 PRODUTOS DA CANA ,24575.2628382492,0,1999
 OUTRAS FONTES PRIMÁRIAS ,4017.817558303937,0,1999
 ENERGIA PRIMÁRIA TOTAL ,146468.79030895318,33466.032644499996,1999
 ÓLEO DIESEL ,0,4475.2230899999995,1999
 ÓLEO COMBUSTIVEL ,0,228.242,1999
 GASOLINA ,0,175.5192,1999
 GLP ,0,3298.67175,1999
 NAFTA ,0,2974.18896,1999
 QUEROSENE ,0,849.5344,1999
 GÁS DE CIDADE E DE COQUERIA ,0,0,1999
 COQUE DE CARVÃO MINERAL ,0,795.251772,1999
 URÂNIO CONTIDO NO UO2,0,0,1999
 ELETRICIDADE,0,3437.2479999999996,1999
 CARVÃO VEGETAL ,0,6.457416,1999
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,189.08756999999997,1999
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,1707.59992,1999
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,237.72822000000002,1999
 ALCATRÃO ,0,0,1999
 ENERGIA SECUNDÁRIA TOTAL ,0,18374.752298,1999
 TOTAL  ,146468.79030895318,51840.784942499995,1999
CONTA,PRODUÇÃO,IMPORTAÇÃO,1998
 PETRÓLEO ,50512.046028000004,28504.800852000004,1998
 GÁS NATURAL ,10708.1990064,0,1998
 CARVÃO VAPOR ,2066.608026,1388.534364,1998
 CARVÃO METALÚRGICO ,12.834864,7745.440584,1998
 URÂNIO U3O8 ,23.31981499999999,5413.238794999998,1998
 ENERGIA HIDRÁULICA ,25066.334,0,1998
 LENHA ,21260.592360000002,3.7185120000000005,1998
 PRODUTOS DA CANA ,25155.2160801228,0,1998
 OUTRAS FONTES PRIMÁRIAS ,3492.5211041909647,0,1998
 ENERGIA PRIMÁRIA TOTAL ,138297.67128371377,43055.733107,1998
 ÓLEO DIESEL ,0,5350.952707042254,1998
 ÓLEO COMBUSTIVEL ,0,55.9584,1998
 GASOLINA ,0,163.84199999999998,1998
 GLP ,0,3081.5812499999997,1998
 NAFTA ,0,3832.225936410256,1998
 QUEROSENE ,0,828.888227,1998
 GÁS DE CIDADE E DE COQUERIA ,0,0,1998
 COQUE DE CARVÃO MINERAL ,0,1161.495216,1998
 URÂNIO CONTIDO NO UO2,0,0,1998
 ELETRICIDADE,0,3389.432,1998
 CARVÃO VEGETAL ,0,7.1031576,1998
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,82.976985,1998
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,759.1272,1998
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,190.325848,1998
 ALCATRÃO ,0,0,1998
 ENERGIA SECUNDÁRIA TOTAL ,0,18903.908927052507,1998
 TOTAL  ,138297.67128371377,61959.64203405251,1998
CONTA,PRODUÇÃO,IMPORTAÇÃO,1997
 PETRÓLEO ,43589.591808000005,29761.643604000004,1997
 GÁS NATURAL ,9752.32251,0,1997
 CARVÃO VAPOR ,2110.7903459999998,1272.870648,1997
 CARVÃO METALÚRGICO ,57.756888,7877.107896,1997
 URÂNIO U3O8 ,0,8384.994349999997,1997
 ENERGIA HIDRÁULICA ,23991.591999999997,0,1997
 LENHA ,21663.121284000004,0.6197520000000001,1997
 PRODUTOS DA CANA ,25939.0680898524,0,1997
 OUTRAS FONTES PRIMÁRIAS ,3321.1914988831763,0,1997
 ENERGIA PRIMÁRIA TOTAL ,130425.43442473558,47297.23625,1997
 ÓLEO DIESEL ,0,5130.08755735814,1997
 ÓLEO COMBUSTIVEL ,0,457.8422485629336,1997
 GASOLINA ,0,308.3736128342246,1997
 GLP ,0,2875.9160435744684,1997
 NAFTA ,0,3729.3685,1997
 QUEROSENE ,0,723.2399422182147,1997
 GÁS DE CIDADE E DE COQUERIA ,0,0,1997
 COQUE DE CARVÃO MINERAL ,0,1178.048592,1997
 URÂNIO CONTIDO NO UO2,0,0,1997
 ELETRICIDADE,0,3481.1079999999997,1997
 CARVÃO VEGETAL ,0,7.1031576,1997
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,458.06669999999997,1997
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,419.4448263529412,1997
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,211.6231641848948,1997
 ALCATRÃO ,0,0,1997
 ENERGIA SECUNDÁRIA TOTAL ,0,18980.222344685815,1997
 TOTAL  ,130425.43442473558,66277.45859468581,1997
CONTA,PRODUÇÃO,IMPORTAÇÃO,1996
 PETRÓLEO ,40521.366504,29407.15796,1996
 GÁS NATURAL ,9088.2712368,0,1996
 CARVÃO VAPOR ,1792.0129080000004,909.356112,1996
 CARVÃO METALÚRGICO ,85.35184559999999,8322.409704,1996
 URÂNIO U3O8 ,0,1409.3279499999996,1996
 ENERGIA HIDRÁULICA ,22856.134,0,1996
 LENHA ,21969.278772,1.5493800000000002,1996
 PRODUTOS DA CANA ,23397.3579837312,0,1996
 OUTRAS FONTES PRIMÁRIAS ,3121.3618621077226,0,1996
 ENERGIA PRIMÁRIA TOTAL ,122831.13511223893,40049.801106,1996
 ÓLEO DIESEL ,0,4272.460903590698,1996
 ÓLEO COMBUSTIVEL ,0,1675.8387187314172,1996
 GASOLINA ,0,748.0354510081802,1996
 GLP ,0,2743.9876334297874,1996
 NAFTA ,0,2593.5235,1996
 QUEROSENE ,0,578.2569237511273,1996
 GÁS DE CIDADE E DE COQUERIA ,0,0,1996
 COQUE DE CARVÃO MINERAL ,0,1183.566384,1996
 URÂNIO CONTIDO NO UO2,0,0,1996
 ELETRICIDADE,0,3144.676,1996
 CARVÃO VEGETAL ,0,5.1659328,1996
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,673.2740699999999,1996
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,113.736704,1996
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,294.4157475772077,1996
 ALCATRÃO ,0,0,1996
 ENERGIA SECUNDÁRIA TOTAL ,0,18026.937968888415,1996
 TOTAL  ,122831.13511223893,58076.73907488841,1996
CONTA,PRODUÇÃO,IMPORTAÇÃO,1995
 PETRÓLEO ,35775.630792,25983.946683000002,1995
 GÁS NATURAL ,7896.155274,0,1995
 CARVÃO VAPOR ,1966.7529840000002,475.18984800000004,1995
 CARVÃO METALÚRGICO ,68.0247792,8104.197024,1995
 URÂNIO U3O8 ,0,0,1995
 ENERGIA HIDRÁULICA ,21835.829999999998,0,1995
 LENHA ,23261.151816,0.9296280000000001,1995
 PRODUTOS DA CANA ,21778.250650825197,0,1995
 OUTRAS FONTES PRIMÁRIAS ,2953.1366425963633,0,1995
 ENERGIA PRIMÁRIA TOTAL ,115534.93293862157,34564.263183,1995
 ÓLEO DIESEL ,0,3700.4195720930234,1995
 ÓLEO COMBUSTIVEL ,0,713.4951389494549,1995
 GASOLINA ,0,719.013985026738,1995
 GLP ,0,2611.4427353872343,1995
 NAFTA ,0,2715.6435,1995
 QUEROSENE ,0,535.7652917583409,1995
 GÁS DE CIDADE E DE COQUERIA ,0,0,1995
 COQUE DE CARVÃO MINERAL ,0,1225.639548,1995
 URÂNIO CONTIDO NO UO2,0,0,1995
 ELETRICIDADE,0,3040.272,1995
 CARVÃO VEGETAL ,0,10.3318656,1995
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,1247.761935,1995
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1995
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,301.68996362674096,1995
 ALCATRÃO ,0,0,1995
 ENERGIA SECUNDÁRIA TOTAL ,0,16821.475535441532,1995
 TOTAL  ,115534.93293862157,51385.738718441535,1995
CONTA,PRODUÇÃO,IMPORTAÇÃO,1994
 PETRÓLEO ,34446.227088,28488.378648,1994
 GÁS NATURAL ,7698.6273168,0,1994
 CARVÃO VAPOR ,1942.8675420000004,262.664892,1994
 CARVÃO METALÚRGICO ,76.3674408,8031.706032,1994
 URÂNIO U3O8 ,0,0,1994
 ENERGIA HIDRÁULICA ,20872.629999999997,0,1994
 LENHA ,24857.632968,0,1994
 PRODUTOS DA CANA ,22009.845791698797,0,1994
 OUTRAS FONTES PRIMÁRIAS ,3031.0782515504966,0,1994
 ENERGIA PRIMÁRIA TOTAL ,114935.2763988493,36782.749572,1994
 ÓLEO DIESEL ,0,2844.5342922418604,1994
 ÓLEO COMBUSTIVEL ,0,2802.4611520317144,1994
 GASOLINA ,0,23.600021390374334,1994
 GLP ,0,1923.4422413617024,1994
 NAFTA ,0,2566.0465,1994
 QUEROSENE ,0,341.62479170423813,1994
 GÁS DE CIDADE E DE COQUERIA ,0,0,1994
 COQUE DE CARVÃO MINERAL ,0,1020.79152,1994
 URÂNIO CONTIDO NO UO2,0,0,1994
 ELETRICIDADE,0,2731.962,1994
 CARVÃO VEGETAL ,0,3.8744496,1994
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,960.8917499999999,1994
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1994
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,105.60230566536147,1994
 ALCATRÃO ,0,0,1994
 ENERGIA SECUNDÁRIA TOTAL ,0,15324.831023995252,1994
 TOTAL  ,114935.2763988493,52107.580595995256,1994
CONTA,PRODUÇÃO,IMPORTAÇÃO,1993
 PETRÓLEO ,33169.354872,26201.204616,1993
 GÁS NATURAL ,7300.593594,0,1993
 CARVÃO VAPOR ,1783.716228,133.89642,1993
 CARVÃO METALÚRGICO ,37.221105599999994,7944.42096,1993
 URÂNIO U3O8 ,0,0,1993
 ENERGIA HIDRÁULICA ,20215.59,0,1993
 LENHA ,24803.404668000003,0,1993
 PRODUTOS DA CANA ,19377.6414857424,0,1993
 OUTRAS FONTES PRIMÁRIAS ,3007.7420769061737,0,1993
 ENERGIA PRIMÁRIA TOTAL ,109695.26403024857,34279.521996,1993
 ÓLEO DIESEL ,0,3817.091624483721,1993
 ÓLEO COMBUSTIVEL ,0,4970.164367096135,1993
 GASOLINA ,0,0,1993
 GLP ,0,1883.9870158978724,1993
 NAFTA ,0,2137.1,1993
 QUEROSENE ,0,382.453120468891,1993
 GÁS DE CIDADE E DE COQUERIA ,0,0,1993
 COQUE DE CARVÃO MINERAL ,0,799.390116,1993
 URÂNIO CONTIDO NO UO2,0,0,1993
 ELETRICIDADE,0,2370.2459999999996,1993
 CARVÃO VEGETAL ,0,1.2914832,1993
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,742.0795199999999,1993
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1993
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,49.36590564422724,1993
 ALCATRÃO ,0,0,1993
 ENERGIA SECUNDÁRIA TOTAL ,0,17153.169152790844,1993
 TOTAL  ,109695.26403024857,51432.69114879085,1993
CONTA,PRODUÇÃO,IMPORTAÇÃO,1992
 PETRÓLEO ,32466.497584,27321.688864,1992
 GÁS NATURAL ,6924.3971328,0,1992
 CARVÃO VAPOR ,1794.496914,0,1992
 CARVÃO METALÚRGICO ,80.8596432,7692.181896,1992
 URÂNIO U3O8 ,0,0,1992
 ENERGIA HIDRÁULICA ,19207.498,0,1992
 LENHA ,25089.420216000002,0,1992
 PRODUTOS DA CANA ,20063.8391948232,0,1992
 OUTRAS FONTES PRIMÁRIAS ,2766.8069155095236,0,1992
 ENERGIA PRIMÁRIA TOTAL ,108393.8156003327,35013.87076,1992
 ÓLEO DIESEL ,0,1965.1404645209302,1992
 ÓLEO COMBUSTIVEL ,0,522.2217599999999,1992
 GASOLINA ,0,0,1992
 GLP ,0,1703.9725497191491,1992
 NAFTA ,0,1131.89975,1992
 QUEROSENE ,0,119.97897435527504,1992
 GÁS DE CIDADE E DE COQUERIA ,0,0,1992
 COQUE DE CARVÃO MINERAL ,0,681.447312,1992
 URÂNIO CONTIDO NO UO2,0,0,1992
 ELETRICIDADE,0,2065.892,1992
 CARVÃO VEGETAL ,0,0,1992
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,280.3185,1992
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1992
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,11.551384,1992
 ALCATRÃO ,0,0,1992
 ENERGIA SECUNDÁRIA TOTAL ,0,8482.422694595354,1992
 TOTAL  ,108393.8156003327,43496.293454595354,1992
CONTA,PRODUÇÃO,IMPORTAÇÃO,1991
 PETRÓLEO ,32117.290360000003,27110.20968,1991
 GÁS NATURAL ,6548.2006716,0,1991
 CARVÃO VAPOR ,1954.4679,0,1991
 CARVÃO METALÚRGICO ,146.95919279999998,7957.735632,1991
 URÂNIO U3O8 ,0,0,1991
 ENERGIA HIDRÁULICA ,18729.251999999997,0,1991
 LENHA ,26701.085292000003,0,1991
 PRODUTOS DA CANA ,20093.1672878916,0,1991
 OUTRAS FONTES PRIMÁRIAS ,2423.303836254434,0,1991
 ENERGIA PRIMÁRIA TOTAL ,108713.72654054602,35067.945311999996,1991
 ÓLEO DIESEL ,0,1585.520950772093,1991
 ÓLEO COMBUSTIVEL ,0,232.32334905847375,1991
 GASOLINA ,0,7.696219663418956,1991
 GLP ,0,1699.0406465361705,1991
 NAFTA ,0,537.328,1991
 QUEROSENE ,0,122.48182712353474,1991
 GÁS DE CIDADE E DE COQUERIA ,0,0,1991
 COQUE DE CARVÃO MINERAL ,0,740.073852,1991
 URÂNIO CONTIDO NO UO2,0,0,1991
 ELETRICIDADE,0,2329.5679999999998,1991
 CARVÃO VEGETAL ,0,0,1991
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,557.1149849999999,1991
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1991
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,76.57159721476222,1991
 ALCATRÃO ,0,0,1991
 ENERGIA SECUNDÁRIA TOTAL ,0,7887.719427368452,1991
 TOTAL  ,108713.72654054602,42955.66473936845,1991
CONTA,PRODUÇÃO,IMPORTAÇÃO,1990
 PETRÓLEO ,32549.988330000004,29464.011027000004,1990
 GÁS NATURAL ,6232.5529812,0,1990
 CARVÃO VAPOR ,1594.5669180000002,0,1990
 CARVÃO METALÚRGICO ,320.2298568,7505.036784,1990
 URÂNIO U3O8 ,50.69524999999999,0,1990
 ENERGIA HIDRÁULICA ,17776.888,0,1990
 LENHA ,28536.790716000003,0,1990
 PRODUTOS DA CANA ,18451.276032201597,0,1990
 OUTRAS FONTES PRIMÁRIAS ,2199.878812350855,0,1990
 ENERGIA PRIMÁRIA TOTAL ,107712.86689655244,36969.047811000004,1990
 ÓLEO DIESEL ,0,595.8777240000001,1990
 ÓLEO COMBUSTIVEL ,0,637.6741296333003,1990
 GASOLINA ,0,3.848109831709478,1990
 GLP ,0,1441.348705225532,1990
 NAFTA ,0,187.7595,1990
 QUEROSENE ,0,23.330473579801627,1990
 GÁS DE CIDADE E DE COQUERIA ,0,0,1990
 COQUE DE CARVÃO MINERAL ,0,395.901576,1990
 URÂNIO CONTIDO NO UO2,0,0,1990
 ELETRICIDADE,0,2282.87,1990
 CARVÃO VEGETAL ,0,0,1990
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,599.80221,1990
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1990
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,101.47399395543175,1990
 ALCATRÃO ,0,0,1990
 ENERGIA SECUNDÁRIA TOTAL ,0,6269.886422225775,1990
 TOTAL  ,107712.86689655244,43238.93423322578,1990
CONTA,PRODUÇÃO,IMPORTAÇÃO,1989
 PETRÓLEO ,30623.405789999997,30439.89408,1989
 GÁS NATURAL ,6059.840094,0,1989
 CARVÃO VAPOR ,2220.521436,0,1989
 CARVÃO METALÚRGICO ,675.1138463999999,7065.652608,1989
 URÂNIO U3O8 ,354.8667499999999,0,1989
 ENERGIA HIDRÁULICA ,17603.34,0,1989
 LENHA ,32953.143468,0,1989
 PRODUTOS DA CANA ,18479.790555828,0,1989
